18:14:59;-;3.719,50;20;Itaú;Vendedor
18:14:59;-;3.719,50;10;BTG;Vendedor
18:14:51;-;3.719,50;20;Bradesco;Vendedor
18:14:50;Capital;3.721,50;50;-;Comprador
18:14:48;Tullett;3.720,00;10;-;Comprador
18:14:45;Tullett;3.719,50;5;-;Comprador
18:14:41;-;3.719,00;15;Bradesco;Vendedor
18:14:41;Tullett;3.719,00;5;-;Comprador
18:14:35;-;3.719,00;30;H.commcor;Vendedor
18:14:34;-;3.719,00;15;Capital;Vendedor
18:14:34;Bradesco;3.719,00;5;-;Comprador
18:14:29;UBS;3.719,00;5;-;Comprador
18:14:28;-;3.718,50;15;UBS;Vendedor
18:14:23;Terra;3.719,00;5;-;Comprador
18:14:20;-;3.718,50;5;Itaú;Vendedor
18:14:19;Tullett;3.719,00;10;-;Comprador
18:14:18;-;3.718,50;25;Bradesco;Vendedor
18:14:17;-;3.718,50;40;Morgan;Vendedor
18:14:10;-;3.717,50;10;Itaú;Vendedor
18:13:56;-;3.719,00;5;Capital;Vendedor
18:13:56;Morgan;3.719,00;10;-;Comprador
18:13:54;-;3.718,00;20;Itaú;Vendedor
18:13:42;-;3.718,00;5;XP;Vendedor
18:13:31;-;3.718,00;5;Credit;Vendedor
18:13:30;-;3.718,50;5;Credit;Vendedor
18:13:23;-;3.719,00;5;Capital;Vendedor
18:13:19;Bradesco;3.719,00;45;-;Comprador
18:13:06;-;3.718,00;40;BTG;Vendedor
18:12:58;-;3.718,50;10;Bradesco;Vendedor
18:12:58;UBS;3.719,00;10;-;Comprador
18:12:58;H.commcor;3.719,00;5;-;Comprador
18:12:55;-;3.719,00;40;Morgan;Vendedor
18:12:30;-;3.719,00;10;Merrill;Vendedor
18:12:22;-;3.719,00;20;Itaú;Vendedor
18:12:14;Terra;3.720,00;5;-;Comprador
18:12:11;Terra;3.719,50;5;-;Comprador
18:12:04;-;3.719,00;10;Itaú;Vendedor
18:11:52;-;3.719,00;20;Bradesco;Vendedor
18:11:51;Morgan;3.719,00;35;-;Comprador
18:11:42;-;3.718,00;50;BGC Liquidez;Vendedor
18:11:22;-;3.718,50;5;Credit;Vendedor
18:11:03;Clear;3.720,00;10;-;Comprador
18:11:02;Clear;3.719,50;30;-;Comprador
18:11:02;-;3.718,00;5;Clear;Vendedor
