18:14:59;-;3.718,00;10;Tullett;Vendedor
18:14:59;BGC Liquidez;3.719,00;10;-;Comprador
18:14:58;-;3.718,00;100;BGC Liquidez;Vendedor
18:14:58;-;3.720,50;5;XP;Vendedor
18:14:57;Goldman;3.720,50;30;-;Comprador
18:14:53;UBS;3.719,00;5;-;Comprador
18:14:50;-;3.720,00;60;XP;Vendedor
18:14:48;JP Morgan;3.720,00;15;-;Comprador
18:14:43;-;3.719,50;5;Concórdia;Vendedor
18:14:41;JP Morgan;3.719,50;20;-;Comprador
18:14:39;-;3.718,50;5;UBS;Vendedor
18:14:35;-;3.718,50;20;XP;Vendedor
18:14:31;-;3.719,50;5;Tullett;Vendedor
18:14:29;-;3.719,00;50;Itaú;Vendedor
18:14:24;-;3.719,00;5;Morgan;Vendedor
18:14:23;-;3.720,00;5;UBS;Vendedor
18:14:23;Capital;3.720,00;5;-;Comprador
18:14:21;-;3.719,00;5;UBS;Vendedor
18:14:17;Capital;3.720,00;10;-;Comprador
18:14:10;-;3.719,00;5;Bradesco;Vendedor
18:14:07;-;3.720,00;5;XP;Vendedor
18:14:07;-;3.720,00;5;UBS;Vendedor
18:14:07;-;3.720,00;5;Terra;Vendedor
18:14:06;-;3.720,00;5;XP;Vendedor
18:14:01;-;3.720,00;5;Capital;Vendedor
18:13:53;-;3.720,00;5;UBS;Vendedor
18:13:38;-;3.720,00;5;UBS;Vendedor
18:13:31;Credit;3.721,00;5;-;Comprador
18:13:30;Credit;3.720,50;5;-;Comprador
18:13:26;Capital;3.720,00;5;-;Comprador
18:13:23;-;3.720,00;5;XP;Vendedor
18:13:19;-;3.720,00;5;Capital;Vendedor
18:13:18;Capital;3.720,00;20;-;Comprador
18:13:17;-;3.718,50;5;Terra;Vendedor
18:13:17;-;3.720,00;5;UBS;Vendedor
18:13:17;-;3.720,00;5;Bradesco;Vendedor
18:13:16;Capital;3.720,00;5;-;Comprador
18:13:10;-;3.720,00;5;Capital;Vendedor
18:13:09;Capital;3.720,00;15;-;Comprador
18:13:08;BTG;3.719,00;5;-;Comprador
18:13:02;Capital;3.718,00;10;-;Comprador
18:13:02;-;3.718,00;290;BTG;Vendedor
18:12:51;-;3.719,00;45;Morgan;Vendedor
18:12:46;-;3.719,50;10;JP Morgan;Vendedor
18:12:45;-;3.720,00;20;JP Morgan;Vendedor
18:12:38;-;3.720,00;5;UBS;Vendedor
18:12:23;-;3.720,00;5;UBS;Vendedor
18:12:06;Credit;3.722,50;5;-;Comprador
18:12:05;Credit;3.722,00;15;-;Comprador
18:12:04;Credit;3.721,50;5;-;Comprador
18:12:03;Credit;3.721,00;5;-;Comprador
18:12:02;Credit;3.721,00;5;-;Comprador
18:12:01;Credit;3.721,00;5;-;Comprador
18:12:00;Credit;3.720,50;5;-;Comprador
18:11:57;BGC Liquidez;3.720,50;15;-;Comprador
18:11:54;Terra;3.720,50;5;-;Comprador
18:11:53;Terra;3.720,50;10;-;Comprador
18:11:51;-;3.722,00;5;BGC Liquidez;Vendedor
18:11:51;Tullett;3.722,00;35;-;Comprador
18:11:51;Goldman;3.722,00;65;-;Comprador
18:11:50;-;3.721,00;85;BGC Liquidez;Vendedor
18:11:50;Tullett;3.721,00;65;-;Comprador
18:11:38;-;3.719,50;5;UBS;Vendedor
18:11:38;Goldman;3.720,00;10;-;Comprador
18:11:38;H.commcor;3.720,00;30;-;Comprador
18:11:27;-;3.719,50;15;Capital;Vendedor
18:11:23;-;3.719,50;5;UBS;Vendedor
18:11:01;-;3.719,00;5;Clear;Vendedor
18:10:53;-;3.719,00;5;UBS;Vendedor
18:10:40;-;3.718,50;10;Guide;Vendedor
18:10:38;BGC Liquidez;3.719,50;10;-;Comprador
18:10:28;XP;3.719,00;10;-;Comprador
18:10:23;-;3.718,50;5;UBS;Vendedor
18:10:02;BTG;3.719,00;25;-;Comprador
18:10:02;BGC Liquidez;3.719,00;50;-;Comprador
18:10:01;-;3.718,50;5;Capital;Vendedor
18:10:00;-;3.718,50;5;Capital;Vendedor
18:10:00;Capital;3.719,00;5;-;Comprador
18:09:53;-;3.718,50;5;UBS;Vendedor
18:09:43;Capital;3.719,00;5;-;Comprador
