18:14:59;-;3.790,50;20;BTG;Vendedor
18:14:59;-;3.790,50;5;UBS;Vendedor
18:14:59;-;3.790,50;15;BTG;Vendedor
18:14:59;-;3.790,50;5;UBS;Vendedor
18:14:59;-;3.790,50;65;BTG;Vendedor
18:14:59;XP;3.791,50;50;-;Comprador
18:14:58;XP;3.791,50;5;-;Comprador
18:14:58;-;3.791,00;5;UBS;Vendedor
18:14:56;-;3.791,50;55;Tullett;Vendedor
18:14:56;-;3.792,00;5;UBS;Vendedor
18:14:55;Capital;3.792,50;30;-;Comprador
18:14:54;-;3.792,00;5;UBS;Vendedor
18:14:53;-;3.792,00;5;UBS;Vendedor
18:14:53;-;3.793,00;65;Tullett;Vendedor
18:14:51;Tullett;3.796,50;20;-;Comprador
18:14:51;BTG;3.796,00;5;-;Comprador
18:14:49;-;3.795,00;5;UBS;Vendedor
18:14:48;-;3.795,00;10;UBS;Vendedor
18:14:45;JP Morgan;3.795,00;5;-;Comprador
18:14:43;Tullett;3.795,00;5;-;Comprador
18:14:41;JP Morgan;3.795,50;10;-;Comprador
18:14:38;JP Morgan;3.795,00;5;-;Comprador
18:14:34;H.commcor;3.795,00;25;-;Comprador
18:14:33;JP Morgan;3.794,00;50;-;Comprador
18:14:27;Credit;3.793,00;5;-;Comprador
18:14:26;Tullett;3.793,00;5;-;Comprador
18:14:20;Tullett;3.794,00;5;-;Comprador
18:14:11;Tullett;3.793,50;5;-;Comprador
18:14:11;-;3.792,00;5;Bradesco;Vendedor
18:14:09;-;3.792,00;20;JP Morgan;Vendedor
18:14:03;-;3.792,50;10;Bradesco;Vendedor
18:14:02;Tullett;3.794,50;5;-;Comprador
18:13:55;-;3.793,00;5;Bradesco;Vendedor
18:13:30;Credit;3.794,50;5;-;Comprador
18:13:27;-;3.794,50;45;Renascença;Vendedor
18:13:09;JP Morgan;3.796,00;10;-;Comprador
18:13:07;JP Morgan;3.796,00;10;-;Comprador
18:13:01;Capital;3.796,00;5;-;Comprador
18:12:56;-;3.795,50;5;Bradesco;Vendedor
18:12:43;-;3.798,00;120;Tullett;Vendedor
18:12:43;Goldman;3.798,00;120;-;Comprador
18:12:29;Itaú;3.793,00;20;-;Comprador
18:12:23;-;3.793,00;30;JP Morgan;Vendedor
18:12:09;-;3.792,50;20;Tullett;Vendedor
18:12:03;-;3.794,00;25;Morgan;Vendedor
18:12:02;BTG;3.794,50;5;-;Comprador
18:12:00;Credit;3.794,50;10;-;Comprador
18:11:55;Guide;3.794,50;20;-;Comprador
18:11:49;-;3.793,50;10;Terra;Vendedor
18:11:48;JP Morgan;3.794,00;50;-;Comprador
18:11:44;-;3.793,50;5;Bradesco;Vendedor
18:11:43;-;3.793,50;5;Nova Futura;Vendedor
18:11:43;-;3.793,50;5;Terra;Vendedor
18:11:37;-;3.792,50;5;Terra;Vendedor
18:11:32;Merrill;3.794,00;5;-;Comprador
18:11:22;-;3.791,50;10;XP;Vendedor
18:11:22;-;3.791,50;45;JP Morgan;Vendedor
18:11:19;-;3.794,00;50;JP Morgan;Vendedor
18:11:01;-;3.792,00;50;Clear;Vendedor
18:11:00;Clear;3.794,00;15;-;Comprador
18:10:57;Itaú;3.792,50;30;-;Comprador
18:10:56;-;3.792,00;10;BGC Liquidez;Vendedor
18:10:54;-;3.792,50;20;JP Morgan;Vendedor
18:10:40;Morgan;3.793,00;5;-;Comprador
18:10:37;Morgan;3.793,00;5;-;Comprador
18:10:31;XP;3.793,00;20;-;Comprador
18:10:28;-;3.791,00;75;JP Morgan;Vendedor
18:10:27;-;3.792,50;5;Terra;Vendedor
18:10:20;-;3.793,00;70;Bradesco;Vendedor
18:10:19;UBS;3.795,00;5;-;Comprador
18:10:18;Itaú;3.794,50;15;-;Comprador
18:10:16;UBS;3.794,00;5;-;Comprador
18:10:14;-;3.793,00;5;Terra;Vendedor
18:10:14;UBS;3.794,00;5;-;Comprador
18:10:13;-;3.793,50;5;Rico;Vendedor
18:10:11;-;3.794,50;95;Morgan;Vendedor
18:10:11;-;3.794,50;5;Capital;Vendedor
18:10:10;-;3.794,50;15;UBS;Vendedor
18:10:10;-;3.795,00;15;Capital;Vendedor
18:10:10;UBS;3.795,50;5;-;Comprador
18:10:10;-;3.795,50;5;Capital;Vendedor
18:10:06;-;3.795,00;5;Capital;Vendedor
18:10:03;Ativa;3.797,50;10;-;Comprador
18:10:01;UBS;3.796,00;5;-;Comprador
18:09:37;Goldman;3.799,00;10;-;Comprador
18:09:36;-;3.796,00;5;Capital;Vendedor
18:09:36;-;3.796,00;5;UBS;Vendedor
18:09:36;-;3.796,50;5;Capital;Vendedor
18:09:36;-;3.797,00;30;Guide;Vendedor
18:09:35;Goldman;3.799,00;15;-;Comprador
18:09:34;-;3.798,00;5;UBS;Vendedor
18:09:29;-;3.797,50;5;Capital;Vendedor
18:09:28;Itaú;3.797,00;25;-;Comprador
